username,firm,country_code,certification,specialization,years_experience,clients_portfolio_size,followers
auditor_1015,Nordic Audit Partners,NL,ACCA,Internal Control,0,29,93
auditor_1016,Nordic Audit Partners,NO,None,IT Audit,10,29,10
auditor_1017,Copenhagen Review,DE,ACCA,IT Audit,4,15,57
auditor_1018,Capital Assurance,SE,CISA,Financial Audit,16,9,75
auditor_1019,Prime Advisory,NO,CPA,Tax,9,5,88
auditor_1020,Trust and Co,GB,CPA,Financial Audit,9,14,112
auditor_1021,Capital Assurance,FI,None,Forensics,5,2,145
auditor_1022,Capital Assurance,NL,State Authorised,Internal Control,16,18,138
auditor_1023,Copenhagen Review,ES,ACCA,IT Audit,11,5,256
auditor_1024,Nordic Audit Partners,SE,CIA,Financial Audit,9,34,61
auditor_1025,Copenhagen Review,IT,State Authorised,Financial Audit,17,25,164
auditor_1026,Capital Assurance,GB,None,Internal Control,9,15,216
auditor_1027,Seaside Audit,DE,CPA,Financial Audit,8,1,30
auditor_1028,Atlas Audit,NL,CPA,IT Audit,7,21,115
auditor_1029,North Continental,DK,State Authorised,Forensics,14,1,131
auditor_1030,Capital Assurance,ES,State Authorised,Financial Audit,0,25,112
auditor_1031,Atlas Audit,ES,State Authorised,Financial Audit,10,9,222
auditor_1032,Prime Advisory,GB,CISA,Financial Audit,13,23,109
auditor_1033,Seaside Audit,SE,CIA,Financial Audit,10,10,188
auditor_1034,North Continental,NL,State Authorised,Financial Audit,16,28,61
auditor_1035,Trust and Co,DE,CPA,IT Audit,9,5,165
auditor_1036,Prime Advisory,DE,ACCA,IT Audit,10,1,27
auditor_1037,Seaside Audit,GB,State Authorised,Financial Audit,6,14,23
auditor_1038,Global Assurance,ES,State Authorised,Tax,9,20,104
auditor_1039,Global Assurance,IT,State Authorised,Tax,4,28,252
auditor_1040,Capital Assurance,ES,State Authorised,Tax,5,11,159
auditor_1041,Integrity Audit,IT,State Authorised,Tax,6,16,179
auditor_1042,North Continental,GB,ACCA,Forensics,0,31,125
auditor_1043,North Continental,NO,CPA,Financial Audit,5,17,116
auditor_1044,Seaside Audit,ES,State Authorised,Forensics,0,32,123
auditor_1045,Integrity Audit,NL,None,Financial Audit,10,27,38
auditor_1046,Atlas Audit,NO,State Authorised,Financial Audit,10,15,187
auditor_1047,Copenhagen Review,GB,CPA,Internal Control,0,17,71
auditor_1048,Integrity Audit,FI,CIA,Sustainability,10,22,63
auditor_1049,Capital Assurance,FI,ACCA,Forensics,4,16,48
auditor_1050,Atlas Audit,NO,State Authorised,Financial Audit,12,14,0
auditor_1051,Integrity Audit,FI,State Authorised,Forensics,6,7,0
auditor_1052,Copenhagen Review,DK,None,Internal Control,1,19,226
auditor_1053,Atlas Audit,FR,CPA,Financial Audit,9,11,156
auditor_1054,Global Assurance,DE,State Authorised,Tax,5,11,27
auditor_1055,North Continental,NL,ACCA,Forensics,0,14,132
auditor_1056,Prime Advisory,SE,State Authorised,Financial Audit,7,13,44
auditor_1057,Prime Advisory,NL,ACCA,Financial Audit,11,4,182
auditor_1058,Integrity Audit,IT,State Authorised,IT Audit,2,10,2
auditor_1059,Capital Assurance,GB,State Authorised,Financial Audit,5,27,161
auditor_1060,Prime Advisory,GB,State Authorised,Financial Audit,12,23,31
auditor_1061,Capital Assurance,FR,ACCA,Financial Audit,6,10,226
auditor_1062,Integrity Audit,FR,CPA,Financial Audit,2,26,191
auditor_1063,Copenhagen Review,SE,CISA,Sustainability,17,13,176
auditor_1064,Trust and Co,ES,State Authorised,Tax,19,11,0
auditor_1065,Global Assurance,SE,None,Tax,0,25,0
auditor_1066,Nordic Audit Partners,IT,CPA,Tax,6,22,134
auditor_1067,Prime Advisory,DK,CPA,IT Audit,10,20,222
auditor_1068,Atlas Audit,FR,CIA,Financial Audit,3,11,58
auditor_1069,Seaside Audit,FI,None,IT Audit,12,27,156
auditor_1070,Integrity Audit,NO,ACCA,IT Audit,13,6,253
auditor_1071,Seaside Audit,NL,CPA,Forensics,15,25,262
auditor_1072,Copenhagen Review,NO,CISA,Financial Audit,0,12,61
auditor_1073,Trust and Co,NO,CPA,IT Audit,11,7,180
auditor_1074,Trust and Co,FR,None,Financial Audit,14,24,142
auditor_1075,North Continental,FI,State Authorised,Financial Audit,3,9,219
auditor_1076,Nordic Audit Partners,FI,CPA,Tax,11,17,86
auditor_1077,Seaside Audit,FR,None,Sustainability,0,7,272
auditor_1078,Nordic Audit Partners,NL,State Authorised,Internal Control,1,19,200
auditor_1079,Integrity Audit,DE,CPA,IT Audit,1,19,195
auditor_1080,Seaside Audit,GB,ACCA,Forensics,8,46,0
auditor_1081,Global Assurance,ES,State Authorised,Internal Control,13,16,181
auditor_1082,Prime Advisory,ES,ACCA,Tax,10,10,138
auditor_1083,Capital Assurance,FR,CISA,Sustainability,0,24,143
auditor_1084,Nordic Audit Partners,ES,None,Financial Audit,11,28,149
auditor_1085,Prime Advisory,SE,CPA,Financial Audit,8,9,63
auditor_1086,Trust and Co,NO,State Authorised,IT Audit,13,32,100
auditor_1087,Global Assurance,FI,ACCA,Financial Audit,8,8,213
auditor_1088,Global Assurance,FR,CIA,IT Audit,11,37,49
auditor_1089,Copenhagen Review,NO,CPA,Financial Audit,6,20,171
auditor_1090,Prime Advisory,DK,State Authorised,IT Audit,6,9,190
auditor_1091,Trust and Co,ES,State Authorised,IT Audit,11,8,228
auditor_1092,Nordic Audit Partners,NO,State Authorised,Financial Audit,13,19,126
auditor_1093,Seaside Audit,IT,None,Forensics,10,9,122
auditor_1094,Integrity Audit,SE,State Authorised,IT Audit,0,26,0
auditor_1095,North Continental,FR,State Authorised,Tax,15,14,103
auditor_1096,Copenhagen Review,NO,CISA,Tax,4,15,233
auditor_1097,Trust and Co,IT,CIA,Financial Audit,0,30,147
auditor_1098,Capital Assurance,FR,CPA,Financial Audit,1,7,254
auditor_1099,Seaside Audit,GB,State Authorised,Financial Audit,3,6,210
auditor_1100,Atlas Audit,ES,CIA,Tax,9,8,137
auditor_1101,Copenhagen Review,SE,State Authorised,Sustainability,2,29,204
auditor_1102,Copenhagen Review,DK,None,IT Audit,10,21,260
auditor_1103,Global Assurance,SE,ACCA,Financial Audit,7,6,155
auditor_1104,Copenhagen Review,ES,CISA,Sustainability,18,7,91
auditor_1105,Seaside Audit,ES,ACCA,Sustainability,10,17,41
auditor_1106,Atlas Audit,GB,State Authorised,Tax,13,41,135
auditor_1107,Seaside Audit,NL,CPA,Tax,3,2,140
auditor_1108,Copenhagen Review,SE,ACCA,Financial Audit,13,22,119
auditor_1109,Prime Advisory,SE,State Authorised,Sustainability,5,7,186
auditor_1110,Seaside Audit,DE,State Authorised,Forensics,12,2,247
auditor_1111,Nordic Audit Partners,IT,CPA,IT Audit,10,31,12
auditor_1112,Seaside Audit,FI,CIA,Financial Audit,1,16,160
auditor_1113,Capital Assurance,SE,State Authorised,Forensics,16,25,100
auditor_1114,Integrity Audit,DE,None,Financial Audit,2,30,42
auditor_1115,Capital Assurance,IT,State Authorised,Forensics,16,15,247
auditor_1116,Prime Advisory,GB,CPA,IT Audit,11,16,78
auditor_1117,Trust and Co,NL,CPA,IT Audit,6,22,126
auditor_1118,Integrity Audit,IT,State Authorised,Forensics,5,16,126
auditor_1119,Trust and Co,SE,CIA,Financial Audit,0,22,41
auditor_1120,Trust and Co,SE,State Authorised,Financial Audit,2,1,0
auditor_1121,Capital Assurance,ES,CPA,Forensics,1,10,276
auditor_1122,Nordic Audit Partners,NO,ACCA,Forensics,5,19,152
auditor_1123,Global Assurance,NO,ACCA,IT Audit,8,17,24
auditor_1124,Global Assurance,SE,State Authorised,Financial Audit,15,36,0
auditor_1125,Copenhagen Review,DK,CIA,Internal Control,2,15,42
auditor_1126,Seaside Audit,IT,CIA,Financial Audit,10,10,293
auditor_1127,Copenhagen Review,DK,None,Tax,13,20,202
auditor_1128,North Continental,FR,State Authorised,Sustainability,13,12,54
auditor_1129,Atlas Audit,DE,State Authorised,Tax,8,26,131
auditor_1130,Atlas Audit,ES,CIA,IT Audit,0,9,114
auditor_1131,Nordic Audit Partners,NL,State Authorised,Financial Audit,7,37,9
auditor_1132,Trust and Co,SE,None,Tax,10,32,301
auditor_1133,Capital Assurance,GB,ACCA,Financial Audit,5,22,165
auditor_1134,Nordic Audit Partners,SE,None,IT Audit,8,17,154
auditor_1135,Atlas Audit,IT,State Authorised,Internal Control,0,24,130
auditor_1136,Integrity Audit,FI,CPA,Financial Audit,6,38,66
auditor_1137,Seaside Audit,IT,State Authorised,Financial Audit,5,37,53
auditor_1138,Atlas Audit,SE,CPA,IT Audit,5,16,187
auditor_1139,Capital Assurance,SE,CISA,Internal Control,9,5,77
auditor_1140,Atlas Audit,IT,State Authorised,Financial Audit,4,17,154
auditor_1141,Seaside Audit,IT,ACCA,Financial Audit,10,1,205
auditor_1142,Capital Assurance,FR,CIA,Sustainability,9,31,155
auditor_1143,Nordic Audit Partners,FR,State Authorised,Financial Audit,13,22,227
auditor_1144,Prime Advisory,FI,CISA,Financial Audit,10,17,301
auditor_1145,Capital Assurance,ES,CPA,Forensics,12,23,17
auditor_1146,Integrity Audit,FI,State Authorised,Financial Audit,1,20,131
auditor_1147,Capital Assurance,SE,CPA,Financial Audit,4,19,247
auditor_1148,Capital Assurance,NL,State Authorised,IT Audit,11,6,111
auditor_1149,Trust and Co,FI,ACCA,Financial Audit,3,14,86
auditor_1150,Prime Advisory,DE,State Authorised,Financial Audit,5,5,109
auditor_1151,Prime Advisory,IT,ACCA,Tax,5,1,284
auditor_1152,Global Assurance,SE,CIA,Forensics,13,14,121
auditor_1153,Copenhagen Review,DK,CISA,IT Audit,2,34,271
auditor_1154,Nordic Audit Partners,FR,ACCA,Financial Audit,8,28,134
auditor_1155,Copenhagen Review,DE,ACCA,Internal Control,1,13,130
auditor_1156,Atlas Audit,DE,ACCA,Tax,5,15,112
auditor_1157,Trust and Co,DK,CPA,Financial Audit,7,18,35
auditor_1158,Atlas Audit,DK,CPA,Financial Audit,4,5,198
auditor_1159,Trust and Co,FR,None,Forensics,0,29,230
auditor_1160,North Continental,NL,CIA,Financial Audit,6,1,91
auditor_1161,Prime Advisory,GB,CPA,Financial Audit,7,7,78
auditor_1162,Copenhagen Review,DE,State Authorised,Financial Audit,15,24,46
auditor_1163,Integrity Audit,FR,None,Financial Audit,0,14,102
auditor_1164,Trust and Co,FR,ACCA,Financial Audit,10,12,160
auditor_1165,Capital Assurance,NL,None,Financial Audit,17,26,116
auditor_1166,Trust and Co,IT,State Authorised,IT Audit,7,14,214
auditor_1167,Prime Advisory,SE,CIA,Tax,4,18,124
auditor_1168,Atlas Audit,GB,None,Financial Audit,5,4,145
auditor_1169,Trust and Co,FR,CISA,Financial Audit,7,23,77
auditor_1170,North Continental,NO,None,Tax,14,9,256
auditor_1171,Atlas Audit,ES,CIA,Tax,0,22,158
auditor_1172,Integrity Audit,DE,CPA,IT Audit,4,22,222
auditor_1173,Seaside Audit,SE,CIA,Financial Audit,0,23,0
auditor_1174,Integrity Audit,FR,CISA,Financial Audit,3,34,73
auditor_1175,Capital Assurance,DE,ACCA,IT Audit,2,16,285
auditor_1176,Integrity Audit,NL,State Authorised,Financial Audit,0,7,239
auditor_1177,Copenhagen Review,FI,CPA,Forensics,17,16,20
auditor_1178,Atlas Audit,NO,None,Financial Audit,18,33,174
auditor_1179,Capital Assurance,ES,ACCA,Tax,3,17,107
auditor_1180,Global Assurance,GB,CPA,IT Audit,9,32,190
auditor_1181,Trust and Co,NO,CPA,Sustainability,2,31,145
auditor_1182,Seaside Audit,IT,CPA,Tax,11,32,31
auditor_1183,Global Assurance,SE,State Authorised,Financial Audit,7,12,0
auditor_1184,Capital Assurance,DE,CIA,IT Audit,9,43,0
auditor_1185,Seaside Audit,DE,None,Tax,7,24,129
auditor_1186,Capital Assurance,IT,CPA,IT Audit,7,5,138
auditor_1187,Trust and Co,NO,None,Financial Audit,4,1,215
auditor_1188,Prime Advisory,DE,None,Forensics,12,18,138
auditor_1189,Global Assurance,FI,State Authorised,Financial Audit,13,20,192
auditor_1190,Global Assurance,FR,CPA,Financial Audit,6,31,145
auditor_1191,Seaside Audit,ES,CISA,Financial Audit,8,5,142
auditor_1192,Integrity Audit,IT,State Authorised,Forensics,3,11,54
auditor_1193,Seaside Audit,DE,State Authorised,Tax,2,39,226
auditor_1194,North Continental,NO,State Authorised,Tax,17,5,125
auditor_1195,Nordic Audit Partners,DK,CIA,Sustainability,1,11,46
auditor_1196,Capital Assurance,FR,ACCA,Sustainability,14,14,205
auditor_1197,Integrity Audit,ES,ACCA,Internal Control,11,41,1
auditor_1198,Atlas Audit,NO,CPA,IT Audit,14,29,42
auditor_1199,Copenhagen Review,GB,CPA,Forensics,13,21,101
auditor_1200,Integrity Audit,NL,ACCA,Financial Audit,3,10,283
auditor_1201,Global Assurance,FR,State Authorised,Financial Audit,8,25,56
auditor_1202,Trust and Co,DE,State Authorised,IT Audit,4,28,12
auditor_1203,Trust and Co,NL,State Authorised,IT Audit,5,18,128
auditor_1204,North Continental,FR,State Authorised,Tax,7,21,175
auditor_1205,Integrity Audit,IT,State Authorised,Financial Audit,11,8,97
auditor_1206,Capital Assurance,FI,ACCA,IT Audit,13,26,10
auditor_1207,Seaside Audit,FI,State Authorised,Tax,9,1,123
auditor_1208,Seaside Audit,GB,State Authorised,Financial Audit,17,8,53
auditor_1209,Prime Advisory,ES,CISA,Sustainability,11,2,69
auditor_1210,Integrity Audit,DE,CPA,IT Audit,10,11,101
auditor_1211,Integrity Audit,GB,State Authorised,Financial Audit,11,22,141
auditor_1212,Trust and Co,DE,State Authorised,IT Audit,6,21,110
auditor_1213,North Continental,DE,CIA,IT Audit,10,13,105
auditor_1214,Capital Assurance,DK,State Authorised,Internal Control,3,17,55
auditor_1215,Nordic Audit Partners,NO,None,Financial Audit,2,20,137
auditor_1216,Trust and Co,FR,CIA,Financial Audit,11,13,152
auditor_1217,Trust and Co,DK,ACCA,Financial Audit,10,22,53
auditor_1218,Integrity Audit,FR,None,IT Audit,8,21,120
auditor_1219,Nordic Audit Partners,NL,State Authorised,Tax,0,19,297
auditor_1220,Trust and Co,DK,State Authorised,Financial Audit,6,10,149
auditor_1221,Atlas Audit,FR,State Authorised,Sustainability,9,29,19
auditor_1222,Integrity Audit,GB,CISA,Financial Audit,11,23,108
auditor_1223,Prime Advisory,GB,CISA,Financial Audit,9,28,189
auditor_1224,Nordic Audit Partners,FI,ACCA,Tax,2,26,114
auditor_1225,Atlas Audit,FI,ACCA,Forensics,8,18,107
auditor_1226,Integrity Audit,NL,State Authorised,Tax,13,17,30
auditor_1227,Atlas Audit,ES,State Authorised,IT Audit,6,19,218
auditor_1228,Integrity Audit,FI,ACCA,Financial Audit,11,9,318
auditor_1229,Prime Advisory,SE,State Authorised,Financial Audit,9,30,107
auditor_1230,Nordic Audit Partners,NO,CISA,IT Audit,10,26,217
auditor_1231,Seaside Audit,FI,State Authorised,Financial Audit,13,26,94
auditor_1232,North Continental,IT,State Authorised,Tax,5,21,194
auditor_1233,Prime Advisory,NO,ACCA,Forensics,6,28,236
auditor_1234,Capital Assurance,DK,State Authorised,Forensics,3,9,108
auditor_1235,Atlas Audit,SE,State Authorised,Financial Audit,9,12,228
auditor_1236,Atlas Audit,NL,CISA,Financial Audit,10,18,5
auditor_1237,Prime Advisory,DK,CIA,Financial Audit,1,20,0
auditor_1238,Trust and Co,DE,None,IT Audit,13,16,379
auditor_1239,North Continental,ES,State Authorised,Forensics,19,16,111
auditor_1240,Prime Advisory,IT,State Authorised,Financial Audit,12,35,0
auditor_1241,North Continental,DE,None,IT Audit,0,11,166
auditor_1242,Atlas Audit,NO,State Authorised,Financial Audit,10,28,24
auditor_1243,Integrity Audit,DE,CPA,IT Audit,0,26,53
auditor_1244,Atlas Audit,GB,CIA,Sustainability,0,19,183
auditor_1245,Copenhagen Review,NL,CISA,Financial Audit,7,13,107
auditor_1246,Global Assurance,ES,CISA,Financial Audit,6,4,62
auditor_1247,North Continental,ES,State Authorised,Financial Audit,10,21,133
auditor_1248,Seaside Audit,NL,State Authorised,IT Audit,3,16,0
auditor_1249,Global Assurance,DK,CISA,Financial Audit,8,32,2
auditor_1250,Nordic Audit Partners,FI,State Authorised,Financial Audit,5,21,220
auditor_1251,Nordic Audit Partners,IT,CPA,Financial Audit,5,11,0
auditor_1252,North Continental,ES,CPA,IT Audit,8,38,142
auditor_1253,Nordic Audit Partners,NL,State Authorised,Tax,7,21,119
auditor_1254,Nordic Audit Partners,FI,CIA,Sustainability,3,26,138
auditor_1255,Global Assurance,FR,CISA,Financial Audit,8,8,224
auditor_1256,Atlas Audit,GB,CISA,Tax,11,12,200
auditor_1257,Nordic Audit Partners,IT,State Authorised,Financial Audit,5,10,59
auditor_1258,Global Assurance,DE,State Authorised,Financial Audit,0,22,0
auditor_1259,Atlas Audit,SE,State Authorised,Financial Audit,1,1,113
auditor_1260,Seaside Audit,FI,State Authorised,Forensics,7,14,36
auditor_1261,Copenhagen Review,NO,CPA,IT Audit,2,22,75
auditor_1262,Global Assurance,IT,ACCA,IT Audit,9,9,134
auditor_1263,Seaside Audit,SE,State Authorised,Financial Audit,14,23,87
auditor_1264,Seaside Audit,ES,State Authorised,Financial Audit,9,15,120
auditor_1265,Copenhagen Review,FR,None,Sustainability,6,16,136
auditor_1266,Atlas Audit,NL,CISA,Financial Audit,3,7,8
auditor_1267,Seaside Audit,NL,CPA,IT Audit,0,5,132
auditor_1268,Prime Advisory,GB,CISA,Sustainability,3,23,122
auditor_1269,Integrity Audit,NL,None,Financial Audit,0,24,184
auditor_1270,Seaside Audit,DK,CIA,Internal Control,3,22,51
auditor_1271,Copenhagen Review,DK,CPA,Internal Control,8,5,0
auditor_1272,Integrity Audit,DK,State Authorised,Financial Audit,6,16,88
auditor_1273,Capital Assurance,DK,CISA,Internal Control,2,14,141
auditor_1274,Integrity Audit,ES,CPA,IT Audit,7,19,66
auditor_1275,Copenhagen Review,NO,State Authorised,IT Audit,13,6,159
auditor_1276,Trust and Co,NO,State Authorised,Sustainability,13,22,103
auditor_1277,Prime Advisory,FI,State Authorised,Financial Audit,5,28,6
auditor_1278,Copenhagen Review,GB,CPA,Financial Audit,3,14,219
auditor_1279,Global Assurance,NL,CISA,Financial Audit,9,8,95
auditor_1280,Copenhagen Review,SE,CPA,Financial Audit,4,10,198
auditor_1281,Copenhagen Review,GB,State Authorised,Financial Audit,1,34,186
auditor_1282,Capital Assurance,NL,None,Financial Audit,13,13,108
auditor_1283,Global Assurance,FI,CIA,Tax,0,12,159
auditor_1284,Nordic Audit Partners,GB,State Authorised,IT Audit,14,6,90
auditor_1285,Capital Assurance,ES,CPA,Financial Audit,7,4,167
auditor_1286,Prime Advisory,NO,State Authorised,Tax,4,16,83
auditor_1287,Seaside Audit,FR,CISA,IT Audit,4,17,102
auditor_1288,Global Assurance,FI,ACCA,Tax,6,10,145
auditor_1289,Trust and Co,NO,State Authorised,IT Audit,16,19,199
auditor_1290,Nordic Audit Partners,ES,ACCA,Financial Audit,1,19,32
auditor_1291,Atlas Audit,GB,CISA,Financial Audit,0,10,215
auditor_1292,Trust and Co,FR,CPA,IT Audit,12,20,0
auditor_1293,Copenhagen Review,FI,CPA,Internal Control,7,21,134
auditor_1294,Atlas Audit,FI,State Authorised,Financial Audit,0,9,114
auditor_1295,Seaside Audit,NL,CIA,IT Audit,10,1,107
auditor_1296,Global Assurance,GB,ACCA,Financial Audit,8,26,175
auditor_1297,Capital Assurance,NL,CPA,Financial Audit,10,10,0
auditor_1298,Integrity Audit,NO,None,IT Audit,6,28,231
auditor_1299,North Continental,IT,State Authorised,Financial Audit,11,22,150
auditor_1300,Prime Advisory,FI,CIA,Financial Audit,5,16,253
auditor_1301,Global Assurance,SE,CIA,Financial Audit,3,34,94
auditor_1302,Copenhagen Review,NO,None,Tax,14,3,166
auditor_1303,Nordic Audit Partners,NL,CIA,Financial Audit,4,3,137
auditor_1304,North Continental,FR,State Authorised,Financial Audit,13,9,0
auditor_1305,Atlas Audit,FI,State Authorised,IT Audit,7,17,163
auditor_1306,Integrity Audit,ES,ACCA,Tax,12,17,268
auditor_1307,Trust and Co,DK,ACCA,Sustainability,9,14,0
auditor_1308,Atlas Audit,DK,State Authorised,Financial Audit,6,14,196
auditor_1309,Prime Advisory,IT,State Authorised,IT Audit,10,6,133
auditor_1310,Nordic Audit Partners,SE,ACCA,Financial Audit,11,33,191
auditor_1311,Capital Assurance,SE,State Authorised,Sustainability,11,18,151
auditor_1312,Seaside Audit,FI,None,IT Audit,14,4,92
auditor_1313,Global Assurance,NL,ACCA,IT Audit,4,21,218
auditor_1314,Global Assurance,NO,State Authorised,Internal Control,5,1,87
auditor_1315,Atlas Audit,DK,State Authorised,Sustainability,12,23,154
auditor_1316,Integrity Audit,NL,ACCA,Tax,6,5,161
auditor_1317,Nordic Audit Partners,NL,CIA,Financial Audit,3,39,165
auditor_1318,Integrity Audit,FI,None,Internal Control,5,11,112
auditor_1319,Integrity Audit,DK,CPA,Sustainability,6,29,134
auditor_1320,Nordic Audit Partners,ES,None,Financial Audit,4,36,123
auditor_1321,Capital Assurance,GB,CIA,Financial Audit,11,11,149
auditor_1322,Seaside Audit,ES,None,IT Audit,9,1,281
auditor_1323,Prime Advisory,GB,State Authorised,Financial Audit,14,14,31
auditor_1324,Integrity Audit,IT,State Authorised,IT Audit,9,18,148
auditor_1325,Prime Advisory,NO,CPA,Forensics,8,23,235
auditor_1326,Prime Advisory,NO,State Authorised,Forensics,10,7,229
auditor_1327,Atlas Audit,NO,ACCA,Sustainability,16,49,30
auditor_1328,Trust and Co,IT,None,Financial Audit,9,1,164
auditor_1329,Atlas Audit,ES,None,Financial Audit,5,37,58
auditor_1330,Capital Assurance,NO,CIA,Tax,0,13,0
auditor_1331,Seaside Audit,GB,State Authorised,Tax,11,1,122
auditor_1332,Integrity Audit,NO,CISA,Financial Audit,0,14,251
auditor_1333,Trust and Co,DK,CISA,IT Audit,9,9,117
auditor_1334,Integrity Audit,IT,CPA,Financial Audit,8,22,10
auditor_1335,Prime Advisory,FI,CIA,Financial Audit,10,1,69
auditor_1336,North Continental,NO,CPA,IT Audit,5,24,121
auditor_1337,Capital Assurance,NO,None,IT Audit,0,8,135
auditor_1338,Trust and Co,NO,State Authorised,Financial Audit,7,12,81
auditor_1339,Nordic Audit Partners,DE,None,Financial Audit,11,12,112
auditor_1340,Prime Advisory,FI,State Authorised,Sustainability,18,3,0
auditor_1341,North Continental,IT,ACCA,Financial Audit,11,11,94
auditor_1342,North Continental,FI,ACCA,Tax,4,15,247
auditor_1343,Copenhagen Review,GB,CIA,Financial Audit,12,26,6
auditor_1344,Copenhagen Review,IT,CPA,Forensics,2,1,55
auditor_1345,Nordic Audit Partners,ES,State Authorised,IT Audit,12,23,102
auditor_1346,Nordic Audit Partners,FI,CPA,Financial Audit,7,11,136
auditor_1347,Nordic Audit Partners,ES,ACCA,Tax,11,1,143
auditor_1348,Nordic Audit Partners,FI,State Authorised,Financial Audit,12,13,176
auditor_1349,Integrity Audit,DE,ACCA,Financial Audit,22,16,151
auditor_1350,Copenhagen Review,DK,CIA,Sustainability,4,19,156
auditor_1351,North Continental,FR,State Authorised,IT Audit,8,7,136
auditor_1352,Trust and Co,IT,None,Forensics,15,22,196
auditor_1353,Trust and Co,GB,ACCA,IT Audit,6,25,142
auditor_1354,Trust and Co,FR,CPA,Tax,3,21,40
auditor_1355,Prime Advisory,FR,State Authorised,Financial Audit,4,19,143
auditor_1356,Trust and Co,SE,State Authorised,Forensics,2,28,165
auditor_1357,Capital Assurance,SE,CPA,Financial Audit,4,2,108
auditor_1358,Atlas Audit,IT,None,Financial Audit,5,19,90
auditor_1359,Seaside Audit,DK,CISA,Sustainability,0,14,95
auditor_1360,Copenhagen Review,NO,State Authorised,Financial Audit,11,11,254
auditor_1361,Nordic Audit Partners,GB,State Authorised,Tax,0,31,102
auditor_1362,North Continental,DE,CPA,Financial Audit,12,18,211
auditor_1363,Trust and Co,FI,State Authorised,Tax,6,7,233
auditor_1364,Nordic Audit Partners,FR,ACCA,IT Audit,7,20,218
auditor_1365,Nordic Audit Partners,IT,None,Financial Audit,2,23,72
auditor_1366,Copenhagen Review,FR,ACCA,Financial Audit,7,18,0
auditor_1367,Copenhagen Review,IT,State Authorised,Sustainability,4,31,190
auditor_1368,Integrity Audit,IT,CPA,Tax,7,20,96
auditor_1369,Prime Advisory,DK,State Authorised,Financial Audit,14,15,138
auditor_1370,Capital Assurance,DK,State Authorised,Financial Audit,13,10,244
auditor_1371,Copenhagen Review,IT,State Authorised,Sustainability,0,34,90
auditor_1372,Nordic Audit Partners,SE,ACCA,Financial Audit,6,1,83
auditor_1373,Integrity Audit,IT,CIA,Forensics,2,11,109
auditor_1374,Copenhagen Review,ES,State Authorised,IT Audit,12,20,144
auditor_1375,Copenhagen Review,NL,None,Financial Audit,2,9,263
auditor_1376,Integrity Audit,NL,ACCA,Financial Audit,4,34,100
auditor_1377,Global Assurance,GB,CISA,Financial Audit,8,28,221
auditor_1378,North Continental,NO,State Authorised,Sustainability,7,14,115
auditor_1379,Capital Assurance,ES,ACCA,Financial Audit,9,26,120
auditor_1380,Prime Advisory,IT,State Authorised,IT Audit,11,34,150
auditor_1381,Atlas Audit,SE,ACCA,Forensics,9,2,0
auditor_1382,Integrity Audit,GB,CPA,Financial Audit,9,17,78
auditor_1383,Atlas Audit,IT,None,Financial Audit,9,17,210
auditor_1384,Trust and Co,IT,CPA,IT Audit,8,10,199
auditor_1385,North Continental,FR,CISA,Sustainability,6,23,81
auditor_1386,Prime Advisory,DE,None,Financial Audit,4,18,121
auditor_1387,Nordic Audit Partners,FR,CPA,Financial Audit,10,15,0
auditor_1388,Prime Advisory,IT,None,Financial Audit,5,25,96
auditor_1389,Capital Assurance,NL,CPA,Forensics,6,27,63
auditor_1390,Nordic Audit Partners,FI,CIA,Financial Audit,0,16,81
auditor_1391,Global Assurance,DE,State Authorised,IT Audit,3,16,159
auditor_1392,Nordic Audit Partners,SE,CIA,Financial Audit,7,21,265
auditor_1393,Copenhagen Review,IT,None,Tax,6,20,79
auditor_1394,Prime Advisory,NL,CISA,Sustainability,3,12,81
auditor_1395,North Continental,FR,CISA,Forensics,9,41,62
auditor_1396,North Continental,NO,CPA,Sustainability,5,17,151
auditor_1397,Atlas Audit,NL,ACCA,Tax,9,30,0
auditor_1398,Nordic Audit Partners,ES,State Authorised,Tax,0,13,207
auditor_1399,Capital Assurance,ES,CPA,Financial Audit,0,1,165
auditor_1400,Capital Assurance,NL,State Authorised,Financial Audit,9,7,41
auditor_1401,Nordic Audit Partners,NL,None,IT Audit,3,19,69
auditor_1402,Trust and Co,IT,CPA,Financial Audit,10,1,51
auditor_1403,Global Assurance,DE,CIA,Financial Audit,2,15,76
auditor_1404,Nordic Audit Partners,DE,ACCA,IT Audit,11,1,123
auditor_1405,Prime Advisory,NL,ACCA,Internal Control,10,36,81
auditor_1406,Prime Advisory,ES,State Authorised,Financial Audit,9,1,0
auditor_1407,Nordic Audit Partners,FI,None,Financial Audit,12,17,214
auditor_1408,Nordic Audit Partners,FR,None,Financial Audit,1,23,269
auditor_1409,Capital Assurance,FR,CIA,IT Audit,10,20,120
auditor_1410,Capital Assurance,NO,CISA,Financial Audit,0,31,71
auditor_1411,Atlas Audit,NO,State Authorised,Financial Audit,10,2,25
auditor_1412,Seaside Audit,ES,State Authorised,Financial Audit,15,14,236
auditor_1413,Nordic Audit Partners,IT,None,Financial Audit,7,1,191
auditor_1414,Nordic Audit Partners,SE,CPA,Forensics,5,24,122
auditor_1415,Integrity Audit,DK,CPA,Financial Audit,0,19,295
auditor_1416,Prime Advisory,NL,State Authorised,Financial Audit,10,17,206
