id,username,client_name,country_code,industry_code,engagement_type,date_start,date_end,latitude,longitude
7571,auditor_1205,ClientCorp 1765,NO,ENE02,Advisory,2015-10-15,2015-10-28,,
7572,auditor_0347,ClientCorp 1617,NL,UTIL02,Statutory Audit,2024-07-13,2024-07-22,,
7573,auditor_1353,ClientCorp 3601,DK,IND03,Review,2021-09-09,2021-09-10,,
7574,auditor_3767,ClientCorp 0336,GB,TMT01,Statutory Audit,2018-11-04,2018-12-04,,
7575,auditor_1586,ClientCorp 4564,DK,TMT01,Statutory Audit,2017-10-19,2017-11-22,,
7576,auditor_1562,ClientCorp 5249,NL,CONS01,Statutory Audit,2019-09-13,2019-09-28,,
7577,auditor_1829,ClientCorp 4317,SE,FIN02,Assurance Other,2019-12-16,2019-12-24,,
7578,auditor_2651,ClientCorp 5579,DK,REAL01,Statutory Audit,2023-10-31,2023-12-06,,
7579,auditor_1166,ClientCorp 0812,FR,TMT01,Statutory Audit,2020-06-12,2020-06-30,,
7580,auditor_1979,ClientCorp 3111,NL,PUB01,Assurance Other,2021-10-19,2021-10-24,,
7581,auditor_3295,ClientCorp 4752,FI,FIN03,Review,2022-03-21,2022-04-05,,
7582,auditor_3044,ClientCorp 1054,DE,TMT03,Review,2016-06-27,2016-06-29,,
7583,auditor_3564,ClientCorp 4928,FR,IND02,Statutory Audit,2017-06-12,2017-06-27,,
7584,auditor_0325,ClientCorp 4828,NL,FIN02,Statutory Audit,2018-07-08,2018-07-20,,
7585,auditor_3192,ClientCorp 3700,NO,TMT01,Statutory Audit,2016-04-29,2016-05-13,,
7586,auditor_0123,ClientCorp 4955,DK,CONS03,Statutory Audit,2017-12-17,2018-01-10,,
7587,auditor_3778,ClientCorp 1338,DE,PUB01,Statutory Audit,2022-01-02,2022-01-11,,
7588,auditor_3695,ClientCorp 2443,ES,CONS01,Statutory Audit,2023-04-06,2023-05-02,,
7589,auditor_0566,ClientCorp 3089,GB,CONS03,Advisory,2020-01-05,2020-02-01,,
7590,auditor_2340,ClientCorp 2285,GB,CONS03,Assurance Other,2017-08-22,2017-08-23,,
7591,auditor_1584,ClientCorp 3989,ES,UTIL02,Statutory Audit,2021-02-14,2021-02-25,,
7592,auditor_1746,ClientCorp 4147,GB,TMT03,Review,2021-07-16,2021-07-23,,
7593,auditor_2467,ClientCorp 0067,ES,FIN01,Statutory Audit,2020-05-15,2020-06-02,,
7594,auditor_1736,ClientCorp 1901,DE,CONS03,Statutory Audit,2015-11-19,2015-12-06,,
7595,auditor_0500,ClientCorp 4418,IT,ENE02,Review,2018-08-18,2018-08-24,,
7596,auditor_0156,ClientCorp 5938,IT,CONS02,Advisory,2018-03-14,2018-03-26,,
7597,auditor_0216,ClientCorp 5628,DE,CONS03,Statutory Audit,2018-04-07,2018-05-04,,
7598,auditor_1910,ClientCorp 2285,FR,HC01,Statutory Audit,2015-08-07,2015-09-15,,
7599,auditor_0564,ClientCorp 2968,NO,IND03,Statutory Audit,2018-11-08,2018-12-07,,
7600,auditor_1967,ClientCorp 4594,IT,UTIL01,Statutory Audit,2015-09-07,2015-10-06,,
7601,auditor_1368,ClientCorp 2069,NO,HC01,Statutory Audit,2022-04-13,2022-05-12,,
7602,auditor_2251,ClientCorp 3894,FR,HC01,Statutory Audit,2015-08-13,2015-08-19,,
7603,auditor_1300,ClientCorp 0741,IT,UTIL02,Advisory,2017-10-03,2017-10-16,,
7604,auditor_0507,ClientCorp 2069,FI,HC03,Statutory Audit,2015-01-30,2015-02-19,,
7605,auditor_1838,ClientCorp 4474,DK,HC01,Statutory Audit,2021-04-08,2021-05-14,,
7606,auditor_0935,ClientCorp 2574,IT,IND01,Statutory Audit,2021-09-16,2021-09-26,,
7607,auditor_2823,ClientCorp 0944,ES,CONS02,Review,2015-03-18,2015-03-19,,
7608,auditor_2671,ClientCorp 5299,FR,REAL02,Statutory Audit,2020-07-19,2020-08-01,,
7609,auditor_1880,ClientCorp 0004,NL,FIN03,Advisory,2020-04-07,2020-04-12,,
7610,auditor_0120,ClientCorp 0871,IT,REAL01,Statutory Audit,2022-05-02,2022-05-20,,
7611,auditor_0882,ClientCorp 4921,GB,FIN02,Review,2018-08-13,2018-08-22,,
7612,auditor_3966,ClientCorp 3702,DE,CONS03,Advisory,2020-05-12,2020-05-30,,
7613,auditor_3167,ClientCorp 5542,FI,CONS02,Advisory,2024-02-19,2024-03-04,,
7614,auditor_0376,ClientCorp 3926,ES,ENE01,Review,2015-10-02,2015-10-22,,
7615,auditor_1651,ClientCorp 1486,FR,PUB01,Statutory Audit,2023-03-14,2023-03-15,,
7616,auditor_3009,ClientCorp 4322,FI,TMT01,Statutory Audit,2019-07-12,2019-08-03,,
7617,auditor_3258,ClientCorp 1856,FI,UTIL01,Review,2019-05-26,2019-06-14,,
7618,auditor_3240,ClientCorp 4376,FI,FIN03,Statutory Audit,2015-02-12,2015-02-25,,
7619,auditor_0583,ClientCorp 3360,IT,FIN02,Statutory Audit,2022-09-06,2022-09-25,,
7620,auditor_2112,ClientCorp 3452,DE,ENE01,Statutory Audit,2021-11-03,2021-11-14,,
7621,auditor_1648,ClientCorp 3249,DE,CONS03,Statutory Audit,2024-04-02,2024-04-11,,
7622,auditor_2322,ClientCorp 3986,NL,IND02,Statutory Audit,2023-09-21,2023-10-06,,
7623,auditor_0921,ClientCorp 3229,FI,CONS01,Statutory Audit,2024-01-02,2024-01-22,,
7624,auditor_3346,ClientCorp 2103,NL,HC03,Assurance Other,2022-04-15,2022-04-26,,
7625,auditor_1176,ClientCorp 0846,FR,UTIL01,Statutory Audit,2022-04-27,2022-05-04,,
7626,auditor_1557,ClientCorp 1396,DK,PUB02,Statutory Audit,2021-01-24,2021-02-07,,
7627,auditor_3472,ClientCorp 0625,ES,PUB01,Review,2024-09-09,2024-09-29,,
7628,auditor_2522,ClientCorp 2045,NO,PUB02,Advisory,2020-09-10,2020-10-06,,
7629,auditor_2181,ClientCorp 0075,IT,HC01,Advisory,2023-11-10,2023-11-17,,
7630,auditor_0667,ClientCorp 0154,GB,REAL01,Statutory Audit,2024-08-17,2024-09-02,,
7631,auditor_1316,ClientCorp 0213,GB,UTIL01,Statutory Audit,2018-12-24,2019-01-19,,
7632,auditor_2148,ClientCorp 3493,DK,CONS01,Review,2021-09-18,2021-09-27,,
7633,auditor_0157,ClientCorp 0653,FI,PUB02,Review,2024-10-30,2024-11-11,,
7634,auditor_0770,ClientCorp 0733,NO,UTIL02,Review,2018-07-18,2018-07-25,,
7635,auditor_3301,ClientCorp 2462,SE,HC01,Statutory Audit,2018-01-20,2018-02-10,,
7636,auditor_3800,ClientCorp 2567,ES,CONS03,Review,2018-09-01,2018-09-02,,
7637,auditor_2824,ClientCorp 2187,FR,REAL02,Review,2016-08-18,2016-09-02,,
7638,auditor_1733,ClientCorp 4238,SE,ENE01,Statutory Audit,2024-06-25,2024-07-06,,
7639,auditor_2669,ClientCorp 1430,IT,ENE02,Statutory Audit,2024-02-17,2024-03-20,,
7640,auditor_3042,ClientCorp 1617,FI,TMT02,Advisory,2017-07-15,2017-07-16,,
7641,auditor_3395,ClientCorp 2693,IT,CONS01,Statutory Audit,2024-06-08,2024-07-10,,
7642,auditor_1272,ClientCorp 1268,DE,TMT01,Statutory Audit,2021-03-08,2021-04-05,,
7643,auditor_1050,ClientCorp 2626,SE,CONS03,Statutory Audit,2019-03-30,2019-04-04,,
7644,auditor_1696,ClientCorp 5877,IT,TMT02,Review,2016-12-18,2017-01-06,,
7645,auditor_3445,ClientCorp 5857,GB,IND03,Review,2015-08-06,2015-08-15,,
7646,auditor_1152,ClientCorp 0536,ES,CONS01,Statutory Audit,2015-11-15,2015-12-05,,
7647,auditor_1257,ClientCorp 0517,FR,FIN02,Review,2024-11-05,2024-11-08,,
7648,auditor_3636,ClientCorp 2013,GB,REAL01,Review,2022-02-28,2022-03-12,,
7649,auditor_1509,ClientCorp 1152,GB,UTIL01,Statutory Audit,2022-02-12,2022-02-21,,
7650,auditor_1513,ClientCorp 5744,DE,PUB02,Advisory,2019-01-22,2019-01-23,,
7651,auditor_1759,ClientCorp 0521,DK,UTIL02,Statutory Audit,2022-05-23,2022-05-29,,
7652,auditor_0902,ClientCorp 4438,FR,ENE02,Statutory Audit,2019-08-12,2019-09-04,,
7653,auditor_2766,ClientCorp 1422,DK,PUB01,Statutory Audit,2018-05-24,2018-06-17,,
7654,auditor_0311,ClientCorp 4932,ES,HC01,Advisory,2023-06-15,2023-07-11,,
7655,auditor_2529,ClientCorp 1417,IT,REAL01,Review,2020-09-20,2020-10-02,,
7656,auditor_0469,ClientCorp 2459,NL,IND01,Review,2024-04-11,2024-04-15,,
7657,auditor_0868,ClientCorp 2783,DE,TMT03,Advisory,2022-03-08,2022-03-30,,
7658,auditor_3381,ClientCorp 1476,GB,UTIL02,Statutory Audit,2023-01-07,2023-01-30,,
7659,auditor_0513,ClientCorp 4366,DK,UTIL02,Review,2019-09-28,2019-10-18,,
7660,auditor_2033,ClientCorp 5682,FI,UTIL01,Assurance Other,2015-12-13,2015-12-18,,
7661,auditor_3203,ClientCorp 4152,FR,IND01,Statutory Audit,2022-12-24,2023-01-16,,
7662,auditor_3256,ClientCorp 2729,DE,REAL02,Advisory,2017-09-29,2017-10-18,,
7663,auditor_3172,ClientCorp 0356,IT,HC01,Statutory Audit,2018-01-24,2018-02-13,,
7664,auditor_0361,ClientCorp 4121,DK,IND02,Advisory,2018-07-23,2018-08-02,,
7665,auditor_1533,ClientCorp 5725,NO,HC03,Advisory,2024-12-02,2024-12-22,,
7666,auditor_2743,ClientCorp 2134,NL,UTIL01,Statutory Audit,2018-11-17,2018-12-04,,
7667,auditor_3149,ClientCorp 2208,SE,IND01,Statutory Audit,2018-12-10,2019-01-13,,
7668,auditor_0537,ClientCorp 0488,GB,IND02,Statutory Audit,2015-04-05,2015-05-05,,
7669,auditor_0445,ClientCorp 0785,NL,IND01,Review,2023-10-10,2023-10-28,,
7670,auditor_3159,ClientCorp 4849,FR,PUB01,Statutory Audit,2022-03-03,2022-04-03,,
7671,auditor_0637,ClientCorp 2689,FI,UTIL01,Statutory Audit,2015-01-05,2015-02-03,,
7672,auditor_0486,ClientCorp 2586,DE,IND03,Statutory Audit,2019-03-31,2019-04-21,,
7673,auditor_0933,ClientCorp 4882,NO,CONS02,Review,2018-01-16,2018-02-01,,
7674,auditor_2240,ClientCorp 0135,DK,REAL01,Review,2017-11-07,2017-11-15,,
7675,auditor_0250,ClientCorp 4788,FI,PUB02,Assurance Other,2023-09-29,2023-10-03,,
7676,auditor_0440,ClientCorp 4711,FR,HC01,Statutory Audit,2015-07-15,2015-08-07,,
7677,auditor_2294,ClientCorp 4068,NL,PUB02,Statutory Audit,2024-11-15,2024-11-19,,
7678,auditor_2803,ClientCorp 1548,DK,HC01,Statutory Audit,2024-07-10,2024-07-13,,
7679,auditor_0982,ClientCorp 2225,FI,HC01,Review,2023-07-25,2023-08-14,,
7680,auditor_3873,ClientCorp 1526,GB,HC01,Review,2016-10-13,2016-10-31,,
7681,auditor_0582,ClientCorp 0206,NL,UTIL02,Advisory,2022-08-22,2022-09-09,,
7682,auditor_3149,ClientCorp 5809,GB,IND02,Statutory Audit,2018-11-19,2018-11-26,,
7683,auditor_3354,ClientCorp 1210,IT,CONS02,Advisory,2018-05-20,2018-05-27,,
7684,auditor_2039,ClientCorp 3044,FR,IND03,Statutory Audit,2018-11-14,2018-12-02,,
7685,auditor_2237,ClientCorp 5665,FI,FIN02,Statutory Audit,2024-02-01,2024-02-14,,
7686,auditor_2434,ClientCorp 1991,DE,PUB02,Review,2023-09-01,2023-09-15,,
7687,auditor_0850,ClientCorp 0587,NL,TMT02,Statutory Audit,2022-08-25,2022-09-16,,
7688,auditor_0325,ClientCorp 4420,FR,TMT03,Statutory Audit,2018-12-18,2018-12-20,,
7689,auditor_2240,ClientCorp 3604,ES,HC01,Statutory Audit,2017-02-04,2017-02-16,,
7690,auditor_3851,ClientCorp 0124,NL,FIN03,Review,2021-05-06,2021-05-20,,
7691,auditor_1975,ClientCorp 1476,ES,REAL01,Review,2024-04-24,2024-05-11,,
7692,auditor_0992,ClientCorp 4948,DK,CONS01,Statutory Audit,2017-03-24,2017-04-09,,
7693,auditor_2793,ClientCorp 0584,GB,CONS02,Statutory Audit,2021-04-22,2021-04-28,,
7694,auditor_3332,ClientCorp 2961,ES,TMT03,Review,2021-08-07,2021-08-21,,
7695,auditor_1197,ClientCorp 3312,DK,UTIL01,Review,2022-02-14,2022-02-27,,
7696,auditor_3410,ClientCorp 3694,GB,FIN03,Review,2018-10-30,2018-11-02,,
7697,auditor_0644,ClientCorp 5484,GB,TMT01,Statutory Audit,2023-05-16,2023-05-30,,
7698,auditor_2622,ClientCorp 3832,NO,UTIL01,Statutory Audit,2017-05-06,2017-06-05,,
7699,auditor_1832,ClientCorp 0815,ES,IND03,Advisory,2024-01-20,2024-01-21,,
7700,auditor_1831,ClientCorp 2922,NL,HC02,Statutory Audit,2024-03-23,2024-04-05,,
7701,auditor_0218,ClientCorp 4750,NO,HC01,Statutory Audit,2015-05-11,2015-05-19,,
7702,auditor_0141,ClientCorp 3979,NO,FIN03,Statutory Audit,2022-06-08,2022-07-09,,
7703,auditor_0186,ClientCorp 2066,DK,REAL02,Statutory Audit,2021-07-25,2021-08-01,,
7704,auditor_3631,ClientCorp 3791,IT,TMT03,Assurance Other,2017-05-02,2017-05-06,,
7705,auditor_0085,ClientCorp 5184,ES,TMT03,Statutory Audit,2017-11-29,2017-12-18,,
7706,auditor_1029,ClientCorp 3933,IT,CONS02,Assurance Other,2017-02-17,2017-02-28,,
7707,auditor_0687,ClientCorp 0340,DE,UTIL01,Statutory Audit,2022-01-20,2022-01-30,,
7708,auditor_3377,ClientCorp 2203,FI,CONS03,Statutory Audit,2020-05-10,2020-06-02,,
7709,auditor_2602,ClientCorp 0830,ES,REAL01,Statutory Audit,2015-11-27,2015-12-15,,
7710,auditor_2673,ClientCorp 5113,SE,CONS01,Review,2015-01-02,2015-01-12,,
7711,auditor_0276,ClientCorp 1482,GB,TMT01,Statutory Audit,2017-03-13,2017-03-18,,
7712,auditor_2000,ClientCorp 1473,SE,HC02,Review,2022-04-12,2022-04-20,,
7713,auditor_3010,ClientCorp 3235,DE,CONS01,Review,2022-01-25,2022-01-26,,
7714,auditor_3800,ClientCorp 1027,GB,TMT01,Advisory,2015-12-05,2015-12-26,,
7715,auditor_1700,ClientCorp 5426,SE,TMT03,Statutory Audit,2020-06-03,2020-06-15,,
7716,auditor_0119,ClientCorp 4004,NL,CONS01,Review,2017-06-19,2017-07-01,,
7717,auditor_0749,ClientCorp 3629,NO,PUB02,Statutory Audit,2019-02-10,2019-02-19,,
7718,auditor_2871,ClientCorp 5794,SE,HC03,Statutory Audit,2017-10-12,2017-10-22,,
7719,auditor_3906,ClientCorp 5609,FI,UTIL01,Advisory,2023-07-18,2023-08-14,,
7720,auditor_0046,ClientCorp 5337,GB,TMT01,Statutory Audit,2023-04-05,2023-04-23,,
7721,auditor_0327,ClientCorp 5207,NO,CONS03,Advisory,2017-06-25,2017-07-22,,
7722,auditor_0371,ClientCorp 2708,DK,CONS01,Statutory Audit,2021-05-18,2021-05-30,,
7723,auditor_0243,ClientCorp 4033,GB,PUB01,Statutory Audit,2024-01-20,2024-02-17,,
7724,auditor_3589,ClientCorp 3093,FI,UTIL01,Review,2018-01-01,2018-01-05,,
7725,auditor_3888,ClientCorp 0309,DE,UTIL02,Statutory Audit,2015-04-10,2015-04-19,,
7726,auditor_0607,ClientCorp 4557,SE,TMT03,Advisory,2017-08-21,2017-08-31,,
7727,auditor_1629,ClientCorp 4021,DE,ENE01,Statutory Audit,2016-06-19,2016-06-20,,
7728,auditor_1564,ClientCorp 2066,SE,TMT01,Assurance Other,2020-04-26,2020-04-27,,
7729,auditor_0156,ClientCorp 3120,DK,REAL01,Statutory Audit,2019-05-31,2019-07-04,,
7730,auditor_1761,ClientCorp 3721,FR,TMT01,Assurance Other,2017-08-28,2017-09-13,,
7731,auditor_3718,ClientCorp 3713,IT,HC01,Statutory Audit,2024-12-06,2025-01-08,,
7732,auditor_0673,ClientCorp 0594,SE,FIN01,Statutory Audit,2021-02-03,2021-02-18,,
7733,auditor_0161,ClientCorp 0492,IT,CONS01,Statutory Audit,2024-01-16,2024-02-07,,
7734,auditor_0104,ClientCorp 4127,IT,TMT02,Review,2020-04-12,2020-04-25,,
7735,auditor_3317,ClientCorp 4367,SE,TMT01,Review,2023-02-23,2023-03-05,,
7736,auditor_2684,ClientCorp 0779,NL,HC03,Statutory Audit,2023-03-29,2023-04-12,,
7737,auditor_3143,ClientCorp 3201,GB,FIN02,Statutory Audit,2022-02-25,2022-03-16,,
7738,auditor_3031,ClientCorp 2712,FR,IND02,Statutory Audit,2019-02-26,2019-04-02,,
7739,auditor_3097,ClientCorp 2988,FI,FIN01,Statutory Audit,2015-03-29,2015-04-10,,
7740,auditor_3299,ClientCorp 5993,FR,IND02,Statutory Audit,2022-01-18,2022-01-30,,
7741,auditor_3566,ClientCorp 5966,DE,FIN03,Statutory Audit,2021-08-09,2021-08-31,,
7742,auditor_3146,ClientCorp 4008,DK,CONS01,Advisory,2015-12-07,2015-12-18,,
7743,auditor_3351,ClientCorp 4777,IT,CONS02,Review,2023-01-12,2023-01-24,,
7744,auditor_2391,ClientCorp 5127,FR,ENE02,Statutory Audit,2024-03-31,2024-04-28,,
7745,auditor_2167,ClientCorp 2314,GB,FIN02,Statutory Audit,2024-07-26,2024-08-18,,
7746,auditor_1288,ClientCorp 1330,ES,FIN02,Statutory Audit,2015-06-26,2015-07-04,,
7747,auditor_0018,ClientCorp 2368,FI,TMT02,Statutory Audit,2017-05-26,2017-07-03,,
7748,auditor_1083,ClientCorp 1737,ES,FIN01,Statutory Audit,2021-11-11,2021-12-15,,
7749,auditor_0713,ClientCorp 0214,DK,FIN03,Review,2024-07-08,2024-07-12,,
7750,auditor_0008,ClientCorp 0193,FR,CONS01,Statutory Audit,2023-08-17,2023-08-29,,
7751,auditor_1431,ClientCorp 2766,FI,IND01,Statutory Audit,2018-11-23,2018-11-28,,
7752,auditor_3327,ClientCorp 5808,DE,ENE01,Review,2019-11-14,2019-11-20,,
7753,auditor_3235,ClientCorp 5828,FI,FIN01,Statutory Audit,2019-10-05,2019-11-02,,
7754,auditor_2166,ClientCorp 1143,FR,IND03,Statutory Audit,2016-03-02,2016-03-18,,
7755,auditor_3497,ClientCorp 1156,FI,ENE02,Advisory,2022-02-12,2022-03-03,,
7756,auditor_0215,ClientCorp 1577,ES,HC01,Advisory,2018-11-30,2018-12-08,,
7757,auditor_0671,ClientCorp 0736,GB,CONS02,Statutory Audit,2016-12-18,2017-01-08,,
7758,auditor_3918,ClientCorp 1845,DK,FIN03,Review,2024-09-15,2024-10-02,,
7759,auditor_2228,ClientCorp 0434,DE,PUB02,Review,2023-05-25,2023-05-30,,
7760,auditor_2266,ClientCorp 5221,ES,HC01,Assurance Other,2015-02-23,2015-02-27,,
7761,auditor_3641,ClientCorp 5664,SE,TMT02,Statutory Audit,2019-10-25,2019-11-21,,
7762,auditor_0439,ClientCorp 1363,DK,FIN02,Review,2020-08-18,2020-08-29,,
7763,auditor_1239,ClientCorp 2495,DK,ENE02,Review,2017-08-06,2017-08-23,,
7764,auditor_1629,ClientCorp 2610,FR,UTIL01,Review,2023-09-26,2023-10-12,,
7765,auditor_3778,ClientCorp 3963,NO,CONS03,Statutory Audit,2016-02-14,2016-02-16,,
7766,auditor_1823,ClientCorp 0877,SE,REAL01,Review,2020-10-16,2020-10-29,,
7767,auditor_0003,ClientCorp 4626,FR,TMT01,Statutory Audit,2016-01-24,2016-02-03,,
7768,auditor_1702,ClientCorp 3514,NO,UTIL02,Assurance Other,2019-02-14,2019-02-16,,
7769,auditor_0349,ClientCorp 2735,FR,TMT01,Statutory Audit,2019-09-10,2019-09-16,,
7770,auditor_0827,ClientCorp 5354,DK,FIN02,Statutory Audit,2015-10-25,2015-11-26,,
7771,auditor_1851,ClientCorp 0054,GB,CONS03,Advisory,2020-12-27,2021-01-04,,
7772,auditor_2154,ClientCorp 5283,DE,IND03,Statutory Audit,2019-09-13,2019-10-12,,
7773,auditor_0413,ClientCorp 2383,NL,UTIL02,Statutory Audit,2017-08-21,2017-09-09,,
7774,auditor_3583,ClientCorp 4972,ES,UTIL02,Advisory,2019-10-18,2019-11-09,,
7775,auditor_2331,ClientCorp 2750,DE,FIN01,Statutory Audit,2020-03-26,2020-04-18,,
7776,auditor_4001,ClientCorp 1522,FR,REAL01,Statutory Audit,2018-07-24,2018-08-20,,
7777,auditor_1819,ClientCorp 3112,IT,TMT03,Statutory Audit,2024-05-11,2024-06-06,,
7778,auditor_2621,ClientCorp 5692,FI,IND03,Statutory Audit,2020-05-29,2020-06-15,,
7779,auditor_2787,ClientCorp 4691,GB,FIN01,Statutory Audit,2019-05-09,2019-05-17,,
7780,auditor_0139,ClientCorp 1840,FI,PUB01,Review,2022-06-29,2022-07-03,,
7781,auditor_2689,ClientCorp 3936,SE,IND03,Review,2015-05-04,2015-05-05,,
7782,auditor_1085,ClientCorp 5541,IT,FIN02,Review,2024-11-21,2024-11-29,,
7783,auditor_1445,ClientCorp 5837,FR,IND02,Review,2015-09-11,2015-09-23,,
7784,auditor_3260,ClientCorp 5293,SE,TMT02,Advisory,2018-12-09,2019-01-01,,
7785,auditor_2543,ClientCorp 4997,FI,REAL01,Advisory,2023-03-03,2023-03-18,,
7786,auditor_0576,ClientCorp 1832,FR,REAL01,Statutory Audit,2018-06-11,2018-07-01,,
7787,auditor_3730,ClientCorp 4025,IT,IND01,Statutory Audit,2023-01-18,2023-02-14,,
7788,auditor_1714,ClientCorp 0617,IT,ENE01,Review,2019-01-20,2019-01-21,,
7789,auditor_4000,ClientCorp 5777,FI,PUB02,Statutory Audit,2022-09-05,2022-09-14,,
7790,auditor_0942,ClientCorp 4138,GB,FIN02,Review,2016-01-11,2016-01-19,,
7791,auditor_0514,ClientCorp 5599,DK,HC03,Advisory,2022-08-31,2022-09-10,,
7792,auditor_1779,ClientCorp 1518,ES,TMT02,Statutory Audit,2023-07-27,2023-08-15,,
7793,auditor_0356,ClientCorp 2629,GB,TMT02,Review,2023-03-06,2023-03-23,,
7794,auditor_1628,ClientCorp 0439,FI,HC01,Review,2023-11-17,2023-12-06,,
7795,auditor_0109,ClientCorp 4717,SE,HC01,Statutory Audit,2018-12-10,2018-12-30,,
7796,auditor_2616,ClientCorp 4277,DE,REAL02,Statutory Audit,2017-03-30,2017-04-25,,
7797,auditor_3341,ClientCorp 4649,NL,HC02,Statutory Audit,2017-10-19,2017-11-12,,
7798,auditor_1782,ClientCorp 4321,FR,HC01,Statutory Audit,2020-11-09,2020-11-20,,
7799,auditor_1814,ClientCorp 5043,FI,FIN02,Review,2023-06-29,2023-07-03,,
7800,auditor_1164,ClientCorp 3992,DE,HC01,Statutory Audit,2022-11-12,2022-12-15,,
7801,auditor_0385,ClientCorp 5766,NO,PUB01,Statutory Audit,2019-05-07,2019-05-16,,
7802,auditor_0386,ClientCorp 4398,FI,UTIL01,Statutory Audit,2018-04-03,2018-05-05,,
7803,auditor_0084,ClientCorp 5057,DE,CONS01,Statutory Audit,2020-08-09,2020-09-02,,
7804,auditor_0534,ClientCorp 4938,GB,PUB02,Review,2016-07-27,2016-08-13,,
7805,auditor_2163,ClientCorp 1936,FR,FIN01,Review,2020-11-10,2020-11-19,,
7806,auditor_0099,ClientCorp 4949,NO,PUB01,Review,2022-02-27,2022-03-11,,
7807,auditor_2390,ClientCorp 2750,NO,REAL01,Statutory Audit,2022-07-15,2022-08-03,,
7808,auditor_2294,ClientCorp 5813,DE,IND02,Statutory Audit,2021-03-29,2021-04-24,,
7809,auditor_1427,ClientCorp 2170,GB,UTIL01,Statutory Audit,2016-09-24,2016-10-22,,
7810,auditor_0572,ClientCorp 3589,FI,FIN03,Statutory Audit,2017-04-22,2017-05-21,,
7811,auditor_0418,ClientCorp 1534,NO,HC01,Statutory Audit,2016-01-29,2016-02-06,,
7812,auditor_2745,ClientCorp 4591,GB,FIN03,Advisory,2019-05-31,2019-06-12,,
7813,auditor_0913,ClientCorp 2179,SE,IND02,Statutory Audit,2023-12-11,2024-01-08,,
7814,auditor_2551,ClientCorp 3624,DE,PUB01,Assurance Other,2023-04-29,2023-05-05,,
7815,auditor_1070,ClientCorp 3831,NO,FIN01,Statutory Audit,2023-01-07,2023-02-05,,
7816,auditor_3480,ClientCorp 1058,IT,FIN02,Statutory Audit,2024-06-22,2024-07-20,,
7817,auditor_1642,ClientCorp 4228,SE,CONS02,Review,2023-07-21,2023-08-04,,
7818,auditor_1688,ClientCorp 4856,NL,FIN03,Statutory Audit,2020-05-06,2020-05-21,,
7819,auditor_0295,ClientCorp 3780,NO,UTIL01,Statutory Audit,2019-03-02,2019-03-08,,
7820,auditor_2576,ClientCorp 4534,FR,TMT03,Statutory Audit,2017-12-03,2017-12-27,,
7821,auditor_0119,ClientCorp 5831,DK,ENE02,Review,2018-09-01,2018-09-02,,
7822,auditor_2562,ClientCorp 0189,FR,CONS03,Statutory Audit,2024-12-02,2024-12-27,,
7823,auditor_1064,ClientCorp 5595,DK,UTIL01,Statutory Audit,2020-11-26,2020-12-11,,
7824,auditor_1985,ClientCorp 3408,FR,UTIL02,Statutory Audit,2020-12-30,2021-01-07,,
7825,auditor_2120,ClientCorp 2443,FI,FIN02,Statutory Audit,2021-02-12,2021-02-13,,
7826,auditor_0487,ClientCorp 1465,FR,UTIL01,Statutory Audit,2015-07-10,2015-08-01,,
7827,auditor_2194,ClientCorp 1925,DE,PUB01,Statutory Audit,2021-10-20,2021-10-24,,
7828,auditor_2214,ClientCorp 1446,NO,UTIL01,Review,2024-10-18,2024-10-23,,
7829,auditor_3768,ClientCorp 2099,ES,CONS03,Statutory Audit,2018-03-21,2018-04-02,,
7830,auditor_2198,ClientCorp 0973,FI,TMT01,Statutory Audit,2015-03-05,2015-03-21,,
7831,auditor_3604,ClientCorp 2987,SE,TMT01,Advisory,2018-06-20,2018-07-05,,
7832,auditor_1995,ClientCorp 3473,DE,TMT03,Review,2018-12-16,2018-12-19,,
7833,auditor_1668,ClientCorp 0874,SE,CONS03,Advisory,2016-02-09,2016-02-11,,
7834,auditor_2640,ClientCorp 4741,SE,TMT02,Review,2015-05-14,2015-05-22,,
7835,auditor_1199,ClientCorp 5518,FI,HC01,Review,2024-09-10,2024-09-20,,
7836,auditor_2327,ClientCorp 5251,SE,HC03,Review,2024-12-11,2024-12-12,,
7837,auditor_2577,ClientCorp 1388,FI,FIN03,Advisory,2020-09-05,2020-09-27,,
7838,auditor_3852,ClientCorp 2568,ES,UTIL02,Statutory Audit,2018-02-27,2018-03-14,,
7839,auditor_3666,ClientCorp 5817,NO,TMT01,Statutory Audit,2016-02-10,2016-03-23,,
7840,auditor_1878,ClientCorp 3890,FR,REAL01,Statutory Audit,2024-12-10,2025-01-02,,
7841,auditor_4012,ClientCorp 4013,GB,ENE02,Review,2018-08-10,2018-08-22,,
7842,auditor_2650,ClientCorp 4112,IT,HC01,Assurance Other,2017-03-08,2017-03-13,,
7843,auditor_0018,ClientCorp 4839,DE,REAL01,Statutory Audit,2020-01-21,2020-02-07,,
7844,auditor_1111,ClientCorp 3994,DK,CONS02,Statutory Audit,2017-10-30,2017-11-18,,
7845,auditor_3736,ClientCorp 4311,DK,REAL02,Statutory Audit,2017-02-26,2017-03-13,,
7846,auditor_3249,ClientCorp 4407,NO,ENE02,Statutory Audit,2016-10-17,2016-11-01,,
7847,auditor_2319,ClientCorp 5204,DE,TMT02,Statutory Audit,2019-07-07,2019-07-31,,
7848,auditor_3391,ClientCorp 0794,GB,PUB02,Review,2023-07-26,2023-07-30,,
