Company_ID,Total_Assets,Debt_to_Equity,Current_Ratio,Return_on_Assets,Operating_Margin,Cash_Flow,Auditor_Size,Industry,Going_Concern_Flag
353,77.17,1.42,0.37,-0.085,0.066,2.69,Non-Big4,Services,0
354,198.98,0.2,0.2,0.062,-0.034,-1.61,Big4,Services,0
355,622.29,0.67,2.17,-0.085,0.124,1.61,Big4,Services,0
356,1703.17,0.6,0.2,0.038,-0.095,0.58,Non-Big4,Services,0
357,409.34,1.69,1.3,0.175,-0.105,1.17,Big4,Manufacturing,0
358,242.35,1.56,1.95,0.085,0.147,1.69,Non-Big4,Construction,0
359,354.95,0.85,1.75,-0.0,0.126,0.72,Non-Big4,Construction,0
360,1056.18,1.66,1.94,0.058,0.075,0.84,Non-Big4,Manufacturing,0
361,256.68,1.01,1.78,0.061,-0.046,0.68,Big4,Construction,0
362,230.57,1.26,2.62,0.093,0.016,2.46,Non-Big4,Manufacturing,0
363,287.75,3.01,0.84,-0.036,0.056,1.63,Non-Big4,Retail,0
364,206.99,2.71,1.06,0.101,-0.064,1.33,Non-Big4,Services,0
365,439.6,0.33,0.98,-0.129,0.013,-0.91,Non-Big4,Manufacturing,0
366,1258.0,2.25,2.26,0.016,0.139,0.43,Big4,Construction,0
367,505.81,2.23,2.32,0.026,0.208,2.35,Non-Big4,Construction,0
368,338.1,0.47,1.96,0.104,0.042,1.06,Non-Big4,Retail,0
369,328.89,2.24,2.55,0.062,0.148,1.99,Big4,Manufacturing,0
370,135.07,2.88,0.66,-0.038,-0.092,3.65,Big4,Manufacturing,0
371,748.58,0.49,2.93,-0.009,0.139,2.56,Big4,Services,0
372,382.04,0.67,2.82,0.074,0.008,1.14,Big4,Construction,0
373,355.55,2.42,2.19,0.054,0.108,0.23,Big4,Services,0
374,3771.3,1.74,3.03,0.019,0.058,-2.83,Non-Big4,Manufacturing,0
375,497.27,2.0,0.27,0.026,0.199,0.75,Big4,Services,0
376,238.35,1.81,1.18,0.109,0.001,0.51,Big4,Retail,0
377,299.33,1.85,1.01,0.024,0.136,1.59,Non-Big4,Services,0
378,901.37,0.31,2.18,0.054,0.055,0.77,Big4,Manufacturing,0
379,436.72,2.44,0.76,0.212,0.066,0.52,Non-Big4,Services,0
380,147.41,2.55,2.21,-0.04,0.063,-1.67,Big4,Retail,0
381,767.75,1.29,2.7,-0.07,0.004,-0.41,Big4,Construction,0
382,252.72,1.46,2.16,0.115,0.079,1.71,Non-Big4,Retail,0
383,1497.13,0.12,1.83,0.012,0.074,3.57,Non-Big4,Services,0
384,859.23,1.96,0.81,0.038,0.102,0.85,Non-Big4,Construction,0
385,294.97,2.01,0.92,0.005,0.088,1.49,Non-Big4,Manufacturing,0
386,989.02,1.44,2.6,0.042,0.152,2.43,Non-Big4,Construction,0
387,423.05,2.51,2.22,0.172,0.163,-0.22,Big4,Services,0
388,732.85,1.2,1.57,0.116,-0.015,1.55,Big4,Manufacturing,0
389,566.41,2.01,1.27,0.12,0.158,-0.11,Non-Big4,Retail,0
390,223.08,0.58,0.2,-0.039,-0.027,2.3,Non-Big4,Services,0
391,257.11,1.48,0.74,-0.021,0.133,1.23,Non-Big4,Manufacturing,0
392,829.62,1.34,3.13,-0.139,0.136,1.45,Non-Big4,Services,0
393,319.15,1.7,0.58,0.003,-0.092,-0.17,Big4,Retail,0
394,304.13,1.17,1.75,0.127,0.088,2.06,Non-Big4,Services,0
395,206.73,1.38,2.41,0.096,0.038,4.13,Big4,Manufacturing,0
396,542.68,2.24,0.6,0.044,0.012,-0.51,Non-Big4,Construction,0
397,1709.18,1.11,1.75,0.058,0.202,0.49,Non-Big4,Construction,0
398,191.09,0.05,2.35,0.012,0.021,1.35,Non-Big4,Construction,0
399,410.33,3.07,1.61,0.074,0.007,2.18,Non-Big4,Services,0
400,1084.15,2.74,3.89,0.114,0.087,0.16,Non-Big4,Manufacturing,0
401,381.55,0.34,0.27,-0.053,0.142,-3.25,Big4,Services,0
402,553.72,2.12,2.45,0.081,0.067,3.04,Non-Big4,Manufacturing,0
403,191.78,1.05,1.46,0.125,0.185,2.14,Non-Big4,Manufacturing,0
404,544.47,1.74,2.22,0.031,0.128,-1.61,Non-Big4,Retail,0
405,353.89,1.76,1.95,0.109,-0.116,0.09,Big4,Retail,0
406,804.33,1.29,1.01,0.257,0.032,3.35,Non-Big4,Services,0
407,926.27,0.79,1.78,0.053,0.029,3.17,Big4,Services,0
408,2471.78,0.88,0.2,0.088,0.123,2.41,Big4,Retail,0
409,605.31,0.68,2.08,0.008,-0.156,0.74,Non-Big4,Manufacturing,0
410,506.77,0.75,1.84,0.073,0.309,1.12,Big4,Construction,0
411,462.23,1.44,2.11,0.092,0.128,0.8,Big4,Retail,0
412,315.07,0.86,2.45,0.074,0.093,2.69,Non-Big4,Retail,0
413,511.29,2.11,1.89,-0.011,0.186,-0.31,Non-Big4,Manufacturing,0
414,328.07,2.84,1.72,0.074,0.291,-0.21,Non-Big4,Services,0
415,453.92,0.98,0.9,0.162,0.158,2.52,Non-Big4,Services,0
416,1014.67,1.72,1.03,0.091,0.165,0.93,Non-Big4,Manufacturing,0
417,199.42,1.95,2.55,0.127,0.092,3.07,Big4,Manufacturing,0
418,895.98,1.92,2.75,0.043,0.067,-0.01,Big4,Services,0
419,1014.33,1.57,1.41,0.112,0.037,0.92,Non-Big4,Services,0
420,371.43,2.17,1.64,0.08,0.006,-0.38,Non-Big4,Manufacturing,0
421,91.35,1.93,0.88,-0.007,0.018,1.01,Non-Big4,Construction,0
422,263.62,0.39,2.54,0.082,-0.042,-1.22,Non-Big4,Manufacturing,0
423,1000.14,2.28,2.13,-0.009,0.073,0.27,Big4,Retail,0
424,397.02,2.3,3.15,0.016,-0.072,-1.15,Non-Big4,Construction,0
425,200.43,0.81,0.9,0.073,0.097,2.04,Big4,Retail,0
426,283.34,1.53,1.3,0.081,0.077,2.07,Non-Big4,Services,0
427,726.64,2.11,1.79,-0.023,0.093,-1.6,Non-Big4,Retail,0
428,591.53,1.31,2.12,0.134,0.033,3.0,Non-Big4,Manufacturing,0
429,341.3,2.47,1.43,0.1,0.357,4.75,Big4,Construction,0
430,312.07,3.63,0.9,0.011,0.202,1.07,Big4,Retail,0
431,306.67,0.79,2.31,-0.048,-0.032,0.04,Big4,Construction,0
432,211.52,0.26,2.18,0.05,0.101,5.24,Non-Big4,Manufacturing,0
433,1249.83,1.77,0.87,0.029,0.025,-0.98,Non-Big4,Manufacturing,0
434,321.94,2.15,2.68,0.068,-0.011,1.03,Big4,Manufacturing,0
435,945.78,1.29,2.54,0.035,-0.041,1.27,Big4,Services,0
436,1170.19,2.81,1.71,-0.081,0.119,3.02,Non-Big4,Retail,0
437,811.45,0.3,1.66,0.033,0.019,1.54,Big4,Construction,0
438,298.23,2.12,2.04,0.039,0.167,0.25,Non-Big4,Retail,0
439,535.18,0.95,0.91,0.104,0.169,-0.43,Non-Big4,Construction,0
440,396.65,3.05,1.62,0.011,0.204,0.49,Big4,Manufacturing,0
441,214.31,3.29,0.2,0.178,0.003,-0.51,Big4,Construction,0
442,506.26,0.81,2.3,-0.074,0.123,1.07,Non-Big4,Services,0
443,176.74,1.01,0.35,0.152,0.137,0.15,Big4,Services,0
444,926.46,2.27,2.8,0.044,0.037,-1.24,Big4,Construction,1
445,291.42,1.15,1.34,0.12,0.011,2.88,Non-Big4,Services,0
446,464.43,1.46,1.43,0.066,0.225,0.25,Non-Big4,Services,0
447,491.91,1.52,1.1,0.14,0.1,-0.9,Non-Big4,Manufacturing,0
448,336.56,0.0,1.37,0.033,0.137,0.75,Non-Big4,Manufacturing,0
449,608.31,1.49,2.73,-0.017,0.006,1.1,Big4,Construction,0
450,289.33,0.88,0.2,0.159,-0.03,-1.62,Big4,Services,0
451,742.41,1.06,2.62,0.052,0.029,1.5,Non-Big4,Services,0
452,157.25,2.8,1.87,0.076,0.069,-0.57,Non-Big4,Retail,0
453,440.74,0.37,0.63,0.146,-0.016,3.57,Non-Big4,Manufacturing,0
454,1567.52,2.23,0.74,-0.012,0.079,1.79,Non-Big4,Manufacturing,0
455,200.29,1.25,2.94,0.102,-0.072,0.4,Big4,Services,0
456,251.03,1.25,0.84,0.019,-0.021,-0.12,Non-Big4,Retail,0
457,578.09,2.21,0.68,0.051,0.14,0.84,Big4,Manufacturing,0
458,457.47,1.81,2.51,0.065,0.134,1.92,Non-Big4,Retail,0
459,515.66,2.01,1.87,-0.045,0.045,0.96,Big4,Manufacturing,0
460,568.18,2.37,0.85,0.005,-0.012,0.67,Big4,Services,0
461,629.11,1.2,1.77,0.155,-0.012,1.09,Big4,Manufacturing,0
462,877.25,0.95,0.78,0.122,0.046,0.09,Non-Big4,Services,0
463,537.47,0.52,2.48,0.056,0.138,0.49,Non-Big4,Retail,0
464,340.74,0.76,2.45,0.077,0.164,-2.13,Non-Big4,Retail,0
465,646.0,4.15,2.03,0.039,0.035,2.46,Non-Big4,Manufacturing,0
466,1525.26,2.62,1.89,0.155,-0.024,1.45,Big4,Manufacturing,0
467,367.66,0.28,3.01,0.046,0.104,-0.16,Big4,Retail,0
468,203.94,0.31,1.6,0.076,0.006,3.85,Non-Big4,Retail,0
469,875.64,1.93,0.65,0.14,0.033,1.13,Big4,Services,0
470,370.83,1.99,1.96,0.006,0.199,-0.55,Non-Big4,Manufacturing,0
471,88.16,1.99,3.27,0.169,0.154,2.29,Big4,Services,0
472,730.11,1.27,0.79,-0.047,0.094,1.6,Non-Big4,Construction,0
473,277.35,1.39,1.31,0.174,-0.034,1.59,Big4,Services,0
474,378.66,1.8,1.93,0.034,0.099,0.36,Non-Big4,Manufacturing,0
475,508.97,1.58,1.56,0.043,0.176,1.68,Non-Big4,Retail,0
476,460.98,0.0,0.81,-0.072,0.046,0.61,Non-Big4,Manufacturing,0
477,662.89,1.29,2.5,0.028,0.202,1.83,Big4,Manufacturing,0
478,297.42,0.73,3.46,-0.013,0.196,-1.86,Non-Big4,Construction,0
479,577.77,1.66,1.76,0.017,0.23,0.35,Non-Big4,Manufacturing,0
480,336.41,4.19,0.88,0.05,0.107,3.58,Non-Big4,Retail,1
481,676.66,1.83,0.36,0.127,0.133,-0.15,Non-Big4,Services,0
482,620.64,1.22,1.81,0.075,0.207,0.09,Non-Big4,Services,0
483,209.6,2.33,2.48,0.082,0.12,0.33,Non-Big4,Services,0
484,862.8,1.93,1.98,-0.017,0.035,-0.82,Non-Big4,Manufacturing,0
485,277.22,1.88,1.6,-0.002,0.04,-2.31,Non-Big4,Retail,0
486,710.27,2.05,1.13,0.186,0.101,0.65,Non-Big4,Retail,0
487,521.7,3.35,0.73,0.009,-0.036,1.2,Big4,Manufacturing,1
488,1460.78,0.48,2.27,0.176,0.067,0.92,Big4,Retail,0
489,345.01,1.93,2.33,0.043,0.179,0.78,Non-Big4,Manufacturing,0
490,315.92,0.67,0.36,0.06,-0.117,1.06,Non-Big4,Manufacturing,0
491,397.98,2.0,2.87,0.135,0.218,2.53,Non-Big4,Retail,0
492,326.29,0.67,2.06,0.149,0.181,0.71,Non-Big4,Manufacturing,0
493,706.24,1.12,2.72,0.052,0.039,0.14,Big4,Services,0
494,130.14,1.23,0.53,0.033,0.129,0.58,Big4,Services,0
495,192.95,2.38,0.51,0.056,0.08,1.87,Non-Big4,Construction,0
496,191.05,2.33,1.48,0.084,0.191,3.12,Big4,Manufacturing,0
497,784.63,0.38,2.0,0.122,0.168,0.06,Non-Big4,Manufacturing,0
498,1335.99,1.55,3.04,0.06,-0.046,1.15,Big4,Manufacturing,0
499,374.98,0.86,2.16,0.103,0.133,1.51,Non-Big4,Services,0
500,358.46,0.37,1.41,0.175,0.061,-0.49,Non-Big4,Services,0
501,423.7,1.3,0.78,0.087,0.087,1.03,Non-Big4,Manufacturing,0
502,909.88,1.22,2.58,0.082,0.014,-1.2,Non-Big4,Construction,0
503,210.79,3.68,0.83,-0.046,0.237,-1.65,Big4,Manufacturing,1
504,476.69,1.89,2.9,-0.124,0.174,1.55,Non-Big4,Retail,0
505,798.42,0.26,1.37,0.087,0.013,0.42,Non-Big4,Services,0
506,572.93,0.99,2.87,0.053,-0.04,1.3,Big4,Construction,0
507,460.68,2.42,2.14,0.024,0.045,0.97,Non-Big4,Services,0
508,813.0,3.38,1.49,0.077,0.119,-0.46,Non-Big4,Construction,0
509,60.81,0.07,1.18,0.056,0.102,0.93,Non-Big4,Retail,0
510,648.4,0.0,1.33,0.139,0.193,-0.85,Non-Big4,Construction,0
511,255.23,3.18,1.94,0.066,0.151,3.09,Non-Big4,Manufacturing,0
512,112.01,1.85,1.66,0.008,0.167,-1.03,Non-Big4,Construction,0
513,577.0,0.72,1.12,0.129,0.109,0.71,Non-Big4,Retail,0
514,1055.28,1.98,1.47,0.045,-0.045,-0.56,Non-Big4,Construction,0
515,366.42,0.0,1.66,0.097,0.062,1.86,Big4,Retail,0
516,786.04,1.5,0.2,0.027,0.175,0.5,Big4,Services,0
517,1247.12,1.8,1.97,0.015,0.075,0.22,Big4,Retail,0
518,1012.77,2.33,0.82,0.066,0.125,2.28,Non-Big4,Services,0
519,1271.53,0.59,0.68,0.061,0.051,1.04,Non-Big4,Manufacturing,0
520,678.23,1.58,0.25,0.094,-0.013,1.77,Big4,Manufacturing,0
521,425.3,0.67,0.2,0.041,0.069,-0.47,Non-Big4,Manufacturing,0
522,131.45,1.73,0.52,-0.069,0.108,-1.11,Big4,Manufacturing,0
523,339.6,0.69,1.03,0.03,0.021,1.16,Non-Big4,Construction,0
524,223.57,1.13,3.16,0.116,0.059,0.52,Non-Big4,Manufacturing,0
525,1843.94,0.6,1.18,0.039,-0.005,1.94,Non-Big4,Construction,0
526,356.69,2.09,1.74,0.043,0.181,0.88,Non-Big4,Retail,1
527,439.77,2.27,1.92,0.129,0.053,1.31,Non-Big4,Manufacturing,0
528,593.5,1.29,1.7,0.01,0.211,-1.44,Big4,Services,0
529,415.93,1.53,1.54,-0.048,0.218,3.83,Big4,Services,0
530,1321.52,0.2,0.64,0.049,0.073,0.75,Non-Big4,Retail,0
531,260.9,1.23,2.76,0.026,-0.011,2.05,Non-Big4,Services,0
532,462.31,1.45,3.05,-0.008,-0.108,-0.25,Non-Big4,Services,0
533,239.91,3.86,0.25,0.048,-0.052,1.46,Non-Big4,Manufacturing,1
534,160.13,0.5,0.78,0.094,-0.044,-0.95,Non-Big4,Construction,0
535,262.9,2.82,1.38,0.059,0.204,1.68,Non-Big4,Construction,0
536,393.1,2.4,0.83,0.081,0.09,0.47,Non-Big4,Services,0
537,298.71,1.75,2.0,0.187,0.115,1.04,Non-Big4,Manufacturing,0
538,248.47,3.08,1.02,0.036,-0.12,2.05,Big4,Services,0
539,150.74,1.83,3.33,0.079,-0.028,-0.85,Non-Big4,Manufacturing,0
540,380.63,1.85,2.55,0.024,0.16,-0.03,Big4,Manufacturing,0
541,140.71,1.45,1.77,0.001,0.106,1.69,Non-Big4,Manufacturing,0
542,686.8,2.6,2.42,0.019,0.067,4.15,Non-Big4,Retail,0
543,427.39,2.49,2.48,0.026,0.131,0.79,Big4,Construction,0
544,145.43,0.94,1.15,0.085,0.227,1.89,Non-Big4,Services,0
545,324.91,0.31,0.95,0.224,0.06,0.84,Non-Big4,Services,0
546,238.29,1.32,1.66,0.01,0.086,3.91,Big4,Retail,0
547,504.43,0.78,2.29,0.031,0.097,-1.62,Big4,Retail,0
548,1031.03,1.44,1.71,0.056,0.295,1.14,Non-Big4,Retail,0
549,108.57,2.61,0.34,0.088,-0.109,-1.44,Non-Big4,Construction,0
550,437.26,1.09,0.96,0.078,0.141,-2.76,Non-Big4,Manufacturing,0
551,360.65,1.46,1.54,0.15,0.07,1.45,Non-Big4,Construction,0
552,645.44,1.55,1.54,-0.11,0.131,1.21,Non-Big4,Services,0
553,468.36,2.26,3.18,-0.107,0.021,0.57,Non-Big4,Retail,0
554,238.32,0.0,0.49,0.025,0.076,0.84,Non-Big4,Services,0
555,322.68,0.95,2.0,0.137,0.144,5.65,Non-Big4,Retail,0
556,231.08,1.69,2.79,-0.05,0.36,0.61,Non-Big4,Construction,0
557,856.8,2.58,3.42,-0.151,0.153,1.77,Big4,Construction,0
558,409.49,1.06,1.28,0.1,0.004,0.03,Big4,Retail,0
559,1526.65,0.0,1.99,0.077,0.042,1.44,Non-Big4,Manufacturing,0
560,386.66,2.06,2.06,-0.016,0.039,0.64,Non-Big4,Services,0
561,245.7,0.93,1.76,-0.009,-0.082,0.38,Non-Big4,Construction,0
562,139.83,0.43,1.52,-0.008,0.05,3.73,Big4,Manufacturing,0
563,114.18,0.94,1.95,0.068,0.146,2.77,Big4,Services,0
564,133.1,1.33,0.2,0.016,-0.035,1.21,Big4,Services,0
565,486.38,0.96,2.15,0.095,0.174,-2.46,Big4,Services,0
566,576.0,0.0,1.7,-0.14,0.124,0.46,Non-Big4,Manufacturing,0
567,133.38,2.31,1.42,0.0,0.014,5.05,Big4,Services,0
568,754.86,2.65,3.24,-0.019,0.067,0.65,Non-Big4,Construction,0
569,287.68,2.09,1.06,0.042,0.224,2.65,Non-Big4,Manufacturing,0
570,447.09,0.48,1.28,0.022,0.146,3.16,Big4,Manufacturing,0
571,1247.07,1.32,3.19,0.116,0.081,1.33,Non-Big4,Construction,0
572,755.81,1.49,0.93,-0.07,0.059,-0.26,Non-Big4,Manufacturing,0
573,334.3,2.04,1.16,0.063,0.087,-2.65,Big4,Construction,0
574,216.19,2.1,1.48,0.099,0.034,2.03,Non-Big4,Retail,0
575,89.45,0.84,2.27,0.19,-0.109,-0.22,Non-Big4,Manufacturing,0
576,243.86,1.57,1.77,0.026,0.264,1.26,Non-Big4,Construction,0
577,348.0,1.91,0.57,0.083,0.094,-0.87,Big4,Retail,0
578,202.14,2.81,1.17,-0.066,0.116,0.6,Non-Big4,Retail,0
579,368.01,2.13,1.11,-0.107,0.075,1.05,Non-Big4,Retail,0
580,425.73,2.21,1.54,0.119,0.014,1.4,Big4,Services,0
581,344.67,1.58,1.94,0.06,0.063,-0.67,Non-Big4,Manufacturing,0
582,255.95,2.77,1.93,0.142,-0.064,2.8,Non-Big4,Retail,0
583,453.98,1.87,0.2,-0.036,0.285,0.1,Non-Big4,Construction,0
584,549.69,0.73,2.45,0.096,-0.031,-1.51,Big4,Manufacturing,0
585,188.05,2.76,1.8,0.191,-0.013,0.84,Non-Big4,Services,0
586,1083.18,2.13,2.71,0.089,0.04,1.05,Big4,Retail,0
587,376.53,1.1,1.96,0.079,0.196,1.24,Big4,Services,0
588,408.79,1.07,2.48,0.061,0.081,3.04,Big4,Manufacturing,0
589,662.32,1.77,1.97,-0.05,-0.031,0.65,Big4,Construction,0
590,474.97,1.92,2.68,0.155,0.193,0.82,Big4,Retail,0
591,786.19,1.68,2.02,0.017,0.146,-0.65,Big4,Manufacturing,0
592,493.24,1.78,1.52,0.095,0.128,2.23,Non-Big4,Manufacturing,0
593,262.77,3.03,3.42,-0.049,0.144,1.28,Big4,Manufacturing,0
594,519.6,2.46,2.31,-0.023,0.295,0.37,Big4,Retail,0
595,181.16,1.67,2.06,0.16,0.277,-1.86,Non-Big4,Retail,0
596,435.28,2.35,0.58,0.036,0.018,3.17,Non-Big4,Construction,0
597,394.15,0.57,0.57,0.162,0.226,-0.84,Non-Big4,Retail,0
598,348.74,1.86,1.83,0.055,0.114,0.11,Big4,Manufacturing,0
599,368.71,3.13,1.72,-0.069,0.125,1.54,Big4,Services,0
600,108.06,1.3,1.11,0.122,-0.072,-0.79,Big4,Services,1
601,274.76,0.74,1.71,0.019,0.065,-1.24,Big4,Manufacturing,0
602,430.52,0.91,2.87,0.109,0.007,-2.19,Big4,Manufacturing,0
603,451.19,0.52,2.16,0.062,0.155,2.08,Big4,Manufacturing,0
604,196.49,0.79,0.69,-0.048,0.176,0.18,Big4,Services,0
605,978.48,1.17,1.51,0.072,-0.107,5.39,Big4,Services,0
606,220.01,0.23,0.96,0.214,0.078,-0.49,Non-Big4,Retail,0
607,795.22,1.51,1.29,0.095,0.181,-0.38,Big4,Construction,0
608,544.05,2.31,1.27,0.056,0.063,0.15,Big4,Construction,0
609,256.63,0.68,1.22,0.135,0.146,1.36,Non-Big4,Services,0
610,1397.89,2.87,0.6,0.075,0.112,0.29,Non-Big4,Construction,0
611,174.94,1.96,1.5,0.075,0.111,1.92,Big4,Manufacturing,0
612,767.71,2.43,1.15,-0.016,0.056,-0.47,Non-Big4,Manufacturing,0
613,812.74,0.91,0.2,0.076,-0.029,-1.07,Non-Big4,Manufacturing,0
614,252.29,2.27,3.24,0.132,-0.021,-1.7,Big4,Manufacturing,0
615,1069.26,0.52,2.47,0.001,0.144,-2.34,Non-Big4,Retail,0
616,338.65,2.3,1.3,0.16,0.082,0.22,Non-Big4,Construction,0
617,493.78,1.65,1.62,0.054,0.068,0.55,Big4,Manufacturing,0
618,484.07,2.0,0.66,-0.002,0.042,0.05,Big4,Manufacturing,0
619,367.23,0.44,2.96,0.13,0.053,2.87,Non-Big4,Retail,0
620,711.64,0.69,3.12,0.04,0.174,2.84,Non-Big4,Construction,0
621,703.06,2.04,1.73,0.113,0.05,0.5,Big4,Retail,0
622,118.63,0.65,2.42,0.04,-0.041,-1.69,Big4,Retail,0
623,1005.3,1.92,1.74,0.056,0.147,0.15,Big4,Manufacturing,0
624,126.0,0.27,0.53,0.095,0.062,0.1,Non-Big4,Manufacturing,0
625,831.13,2.26,1.27,0.08,0.083,0.01,Non-Big4,Construction,0
626,887.75,0.39,1.71,-0.08,0.225,-0.05,Big4,Construction,0
627,187.98,2.0,1.24,-0.018,0.078,0.02,Non-Big4,Manufacturing,0
628,302.61,2.06,1.43,0.125,0.106,0.42,Non-Big4,Construction,0
629,186.05,0.87,1.53,0.051,-0.026,0.05,Big4,Services,0
630,347.08,2.02,1.54,0.023,0.06,1.31,Big4,Construction,0
631,325.18,1.73,1.64,-0.035,0.135,1.54,Non-Big4,Retail,0
632,696.29,1.02,0.75,-0.016,-0.06,-0.37,Non-Big4,Retail,0
633,1009.51,0.59,1.03,-0.082,0.098,2.91,Non-Big4,Retail,0
634,1071.68,0.0,0.57,0.053,0.089,-0.47,Non-Big4,Services,0
635,272.19,1.81,2.38,0.018,0.084,-1.43,Big4,Manufacturing,0
636,348.47,0.09,0.2,-0.008,0.173,1.57,Non-Big4,Manufacturing,0
637,124.16,1.59,2.52,0.055,0.11,-0.23,Non-Big4,Retail,0
638,229.5,1.26,2.71,0.085,0.213,1.48,Big4,Services,0
639,792.66,2.11,1.36,0.207,-0.009,-2.61,Big4,Manufacturing,0
640,1250.01,1.23,0.2,-0.046,0.092,3.09,Big4,Services,0
641,170.03,1.2,1.31,0.141,0.088,2.01,Big4,Construction,0
642,266.47,2.16,1.55,0.128,-0.016,-1.25,Big4,Manufacturing,0
643,396.04,1.8,0.79,0.005,0.166,-1.22,Big4,Services,0
644,490.84,1.78,1.19,0.074,0.289,3.51,Big4,Retail,0
645,228.9,1.92,2.82,0.028,0.078,-0.11,Big4,Construction,0
646,542.86,0.12,2.13,0.073,0.125,-0.25,Non-Big4,Manufacturing,0
647,289.55,2.18,0.86,0.166,0.088,-2.4,Non-Big4,Services,0
648,399.37,2.05,0.32,0.102,0.016,0.47,Non-Big4,Construction,0
649,591.34,0.58,1.34,0.096,-0.084,0.66,Non-Big4,Construction,0
650,405.25,1.28,1.43,0.03,0.016,2.07,Non-Big4,Services,0
651,297.24,1.46,2.0,-0.044,-0.045,-1.1,Big4,Retail,0
652,373.63,1.38,1.17,0.045,0.233,-1.28,Non-Big4,Services,0
653,379.23,1.8,2.01,0.144,0.07,1.68,Non-Big4,Construction,0
654,311.37,2.79,3.15,-0.047,0.049,2.51,Non-Big4,Services,0
655,336.58,2.47,2.25,-0.014,0.16,-1.36,Non-Big4,Manufacturing,0
656,1235.28,0.32,1.56,0.069,-0.021,2.62,Big4,Construction,0
657,597.43,2.06,1.45,-0.009,0.011,1.06,Big4,Services,0
658,328.05,2.7,1.31,0.005,0.086,2.64,Big4,Services,0
659,657.12,1.85,2.54,0.03,0.173,0.89,Non-Big4,Manufacturing,0
660,319.36,2.48,1.1,-0.036,0.125,-2.78,Non-Big4,Services,0
661,917.07,3.31,1.64,-0.008,0.102,0.77,Big4,Retail,0
662,522.57,2.42,1.64,0.109,0.087,2.59,Non-Big4,Services,0
663,374.24,1.72,1.2,-0.032,0.116,-0.34,Non-Big4,Manufacturing,0
664,551.92,2.44,0.5,-0.052,0.098,0.42,Big4,Services,0
665,134.34,1.63,1.86,0.016,-0.013,0.74,Big4,Construction,0
666,183.33,1.52,1.55,0.111,0.084,-3.35,Big4,Manufacturing,0
667,174.91,1.18,2.0,0.046,-0.017,3.51,Big4,Construction,0
668,445.88,2.91,1.17,0.027,0.087,-0.35,Big4,Retail,0
669,1356.63,0.76,2.58,0.063,0.037,1.76,Big4,Construction,0
670,1923.52,2.88,0.9,-0.062,0.309,0.87,Big4,Services,0
671,630.58,1.95,2.97,0.095,0.076,2.89,Big4,Services,0
672,572.83,0.24,0.2,0.087,-0.046,1.61,Non-Big4,Services,0
673,114.35,1.83,1.95,0.031,0.068,0.65,Big4,Construction,0
674,275.92,0.0,1.98,0.13,0.127,-0.34,Non-Big4,Retail,0
675,232.42,2.06,0.96,-0.019,0.231,2.2,Non-Big4,Retail,0
676,261.23,2.3,1.94,0.139,0.027,-1.81,Non-Big4,Services,0
677,358.63,0.97,2.62,0.071,-0.062,1.97,Big4,Construction,0
678,289.9,1.61,0.2,0.036,0.154,-0.65,Big4,Services,0
679,100.94,3.26,2.0,0.059,-0.044,2.88,Non-Big4,Services,0
680,680.98,1.04,0.2,0.052,0.041,1.24,Non-Big4,Retail,0
681,190.39,0.55,0.83,0.145,0.057,1.97,Non-Big4,Construction,0
682,476.98,2.83,2.9,-0.015,0.074,1.12,Big4,Manufacturing,0
683,1723.06,3.27,1.13,0.007,0.142,-1.63,Big4,Retail,1
684,211.97,1.5,0.66,0.133,0.018,-0.29,Non-Big4,Manufacturing,0
685,68.63,2.41,1.44,0.018,0.055,2.01,Non-Big4,Retail,0
686,330.23,2.71,3.25,0.123,0.079,1.25,Non-Big4,Retail,0
687,871.9,0.83,0.2,0.179,0.093,2.77,Non-Big4,Retail,0
688,1588.97,1.06,0.76,0.032,0.089,1.6,Big4,Services,0
689,170.6,2.61,2.8,0.108,0.119,-0.45,Non-Big4,Retail,0
690,571.17,3.02,3.09,-0.021,0.156,-0.19,Big4,Retail,0
691,291.28,2.01,1.52,0.113,0.115,1.15,Big4,Manufacturing,0
692,374.59,0.71,0.61,0.074,0.121,-2.47,Non-Big4,Retail,0
693,2568.4,3.29,3.28,0.093,-0.062,3.51,Non-Big4,Manufacturing,0
694,140.88,1.02,2.88,0.015,0.085,1.66,Big4,Manufacturing,0
695,481.84,1.2,2.14,-0.056,0.123,2.84,Big4,Services,0
696,559.69,1.81,0.95,0.095,0.146,-1.37,Non-Big4,Services,0
697,862.69,2.9,1.56,-0.084,0.018,2.87,Big4,Services,0
698,432.07,2.27,1.47,0.038,0.021,4.35,Non-Big4,Retail,0
699,500.51,1.87,1.86,0.126,0.028,-0.98,Big4,Retail,0
700,306.69,1.92,2.76,0.073,0.128,2.16,Non-Big4,Construction,0
701,487.06,1.54,2.3,0.196,0.173,1.0,Non-Big4,Retail,0
702,317.27,2.0,0.74,0.132,0.043,-1.32,Big4,Retail,0
703,623.35,0.0,2.7,0.014,0.162,1.74,Big4,Manufacturing,0
704,311.46,1.23,1.85,0.062,0.091,2.25,Big4,Retail,0
705,525.3,1.72,2.15,0.057,0.069,0.1,Big4,Retail,0
706,395.25,0.46,2.77,-0.051,0.061,2.75,Non-Big4,Retail,0
707,887.35,1.85,0.71,-0.006,0.147,-1.5,Big4,Services,0
